speed,angle,timestamp,state
"[-18.0, -15.0, -21.0, -17.0]","[9171.0, 26195.0, 12329.0, 30031.0]","[57450.0, 57451.0, 57453.0, 57454.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 5.0, 3.0, 1.0]","[8811.0, 25951.0, 12173.0, 29836.0]","[57510.0, 57511.0, 57513.0, 57514.0]","[0.0, 0.0, 0.0, 0.0]"
"[-6.0, 6.0, 0.0, -6.0]","[8708.0, 26054.0, 12273.0, 29736.0]","[57570.0, 57571.0, 57573.0, 57574.0]","[0.0, 0.0, 0.0, 0.0]"
"[-5.0, 0.0, 0.0, -2.0]","[8553.0, 26201.0, 12417.0, 29597.0]","[57630.0, 57631.0, 57633.0, 57634.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, 1.0, 2.0, -9.0]","[8347.0, 26381.0, 12580.0, 29411.0]","[57690.0, 57691.0, 57693.0, 57694.0]","[0.0, 0.0, 0.0, 0.0]"
"[-8.0, 2.0, 1.0, -1.0]","[8154.0, 26553.0, 12752.0, 29229.0]","[57750.0, 57751.0, 57753.0, 57754.0]","[0.0, 0.0, 0.0, 0.0]"
"[-5.0, 0.0, -1.0, 0.0]","[8028.0, 26682.0, 12886.0, 29102.0]","[57810.0, 57811.0, 57813.0, 57814.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, -2.0, -2.0, -2.0]","[7959.0, 26730.0, 12941.0, 29035.0]","[57870.0, 57871.0, 57873.0, 57874.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, 4.0, 0.0, 2.0]","[7941.0, 26747.0, 12959.0, 29017.0]","[57930.0, 57931.0, 57933.0, 57934.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -3.0, 2.0, -4.0]","[7954.0, 26735.0, 12945.0, 29033.0]","[57990.0, 57991.0, 57993.0, 57994.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, 1.0, -1.0, -1.0]","[7968.0, 26721.0, 12930.0, 29045.0]","[58050.0, 58051.0, 58053.0, 58054.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, 2.0, 4.0, -2.0]","[7965.0, 26726.0, 12936.0, 29041.0]","[58110.0, 58111.0, 58113.0, 58114.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, 4.0, -4.0, 3.0]","[7958.0, 26734.0, 12944.0, 29034.0]","[58170.0, 58171.0, 58173.0, 58174.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, 0.0, -2.0, 0.0]","[7961.0, 26730.0, 12939.0, 29039.0]","[58230.0, 58231.0, 58233.0, 58234.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -1.0, -3.0, -2.0]","[7966.0, 26726.0, 12935.0, 29043.0]","[58290.0, 58291.0, 58293.0, 58294.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, 2.0, -1.0, -1.0]","[7962.0, 26729.0, 12938.0, 29040.0]","[58350.0, 58351.0, 58353.0, 58354.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -3.0, -3.0, -6.0]","[7962.0, 26730.0, 12939.0, 29040.0]","[58410.0, 58411.0, 58413.0, 58414.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -1.0, -2.0, 0.0]","[7964.0, 26727.0, 12936.0, 29042.0]","[58470.0, 58471.0, 58473.0, 58474.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, 0.0, 1.0, -2.0]","[7964.0, 26729.0, 12937.0, 29042.0]","[58530.0, 58531.0, 58533.0, 58534.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -2.0, 0.0, -2.0]","[7963.0, 26730.0, 12938.0, 29040.0]","[58590.0, 58591.0, 58593.0, 58594.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -1.0, -2.0, 3.0]","[7965.0, 26729.0, 12937.0, 29042.0]","[58650.0, 58651.0, 58653.0, 58654.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, 0.0, -4.0, -4.0]","[7965.0, 26729.0, 12938.0, 29042.0]","[58710.0, 58711.0, 58713.0, 58714.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, -2.0, -3.0, 2.0]","[7964.0, 26730.0, 12938.0, 29041.0]","[58770.0, 58771.0, 58773.0, 58774.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, 2.0, 0.0, 0.0]","[7965.0, 26729.0, 12937.0, 29042.0]","[58830.0, 58831.0, 58833.0, 58834.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, 2.0, 2.0, 1.0]","[7964.0, 26729.0, 12937.0, 29042.0]","[58890.0, 58891.0, 58893.0, 58894.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -2.0, 5.0, -1.0]","[7965.0, 26730.0, 12938.0, 29042.0]","[58950.0, 58951.0, 58953.0, 58954.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -1.0, -4.0, -3.0]","[7965.0, 26729.0, 12937.0, 29042.0]","[59010.0, 59011.0, 59013.0, 59014.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -2.0, 5.0, -3.0]","[7964.0, 26729.0, 12937.0, 29042.0]","[59070.0, 59071.0, 59073.0, 59074.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, 0.0, -7.0, -2.0]","[7966.0, 26729.0, 12937.0, 29042.0]","[59130.0, 59131.0, 59133.0, 59134.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -3.0, 7.0, -4.0]","[7965.0, 26729.0, 12937.0, 29042.0]","[59190.0, 59191.0, 59193.0, 59194.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, -1.0, 1.0, 1.0]","[7966.0, 26729.0, 12936.0, 29042.0]","[59250.0, 59251.0, 59253.0, 59254.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, 2.0, -4.0, -4.0]","[7964.0, 26729.0, 12937.0, 29042.0]","[59310.0, 59311.0, 59313.0, 59314.0]","[0.0, 0.0, 0.0, 0.0]"
"[-5.0, 11.0, -1.0, -4.0]","[7966.0, 26729.0, 12937.0, 29042.0]","[59370.0, 59371.0, 59373.0, 59374.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, 0.0, 1.0, -8.0]","[7965.0, 26729.0, 12936.0, 29042.0]","[59430.0, 59431.0, 59433.0, 59434.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -2.0, -2.0, 1.0]","[7965.0, 26729.0, 12937.0, 29043.0]","[59490.0, 59491.0, 59493.0, 59494.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, 0.0, 0.0, -2.0]","[7966.0, 26728.0, 12937.0, 29043.0]","[59550.0, 59551.0, 59553.0, 59554.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -4.0, 0.0, -3.0]","[7965.0, 26730.0, 12937.0, 29042.0]","[59610.0, 59611.0, 59613.0, 59614.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, -2.0, 0.0, -3.0]","[7965.0, 26730.0, 12937.0, 29043.0]","[59670.0, 59671.0, 59673.0, 59674.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -4.0, -4.0, -2.0]","[7963.0, 26727.0, 12936.0, 29044.0]","[59730.0, 59731.0, 59733.0, 59734.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -15.0, -17.0, 8.0]","[8121.0, 26557.0, 12754.0, 29196.0]","[59790.0, 59791.0, 59793.0, 59794.0]","[0.0, 0.0, 0.0, 0.0]"
"[67.0, -69.0, -58.0, 68.0]","[11387.0, 23095.0, 10434.0, 31607.0]","[59850.0, 59851.0, 59853.0, 59854.0]","[0.0, 0.0, 0.0, 0.0]"
"[75.0, -71.0, -92.0, 69.0]","[15322.0, 18959.0, 6282.0, 3151.0]","[59910.0, 59911.0, 59913.0, 59914.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -36.0, -37.0, 36.0]","[18087.0, 16334.0, 3135.0, 6329.0]","[59970.0, 59971.0, 59973.0, 59974.0]","[0.0, 0.0, 0.0, 0.0]"
"[62.0, -58.0, -52.0, 68.0]","[20450.0, 13943.0, 793.0, 8613.0]","[60030.0, 60031.0, 60033.0, 60034.0]","[0.0, 0.0, 0.0, 0.0]"
"[59.0, -49.0, -38.0, 47.0]","[23767.0, 10801.0, 30365.0, 12032.0]","[60090.0, 60091.0, 60093.0, 60094.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -28.0, -17.0, 37.0]","[25289.0, 8927.0, 28700.0, 13263.0]","[60150.0, 60151.0, 60153.0, 60154.0]","[0.0, 0.0, 0.0, 0.0]"
"[45.0, -38.0, -37.0, 47.0]","[27484.0, 7282.0, 26898.0, 15558.0]","[60210.0, 60211.0, 60213.0, 60214.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -24.0, -19.0, 8.0]","[29164.0, 5739.0, 25399.0, 16955.0]","[60270.0, 60271.0, 60273.0, 60274.0]","[0.0, 0.0, 0.0, 0.0]"
"[24.0, -25.0, -23.0, 27.0]","[30118.0, 4860.0, 24393.0, 17815.0]","[60330.0, 60331.0, 60333.0, 60334.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -23.0, -22.0, 18.0]","[31596.0, 3512.0, 23108.0, 19247.0]","[60390.0, 60391.0, 60393.0, 60394.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -9.0, -50.0, 5.0]","[32350.0, 2837.0, 22425.0, 19896.0]","[60450.0, 60451.0, 60453.0, 60454.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -16.0, -20.0, 23.0]","[12.0, 1984.0, 21759.0, 20539.0]","[60510.0, 60511.0, 60513.0, 60514.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -12.0, -12.0, 27.0]","[753.0, 1329.0, 21058.0, 21179.0]","[60570.0, 60571.0, 60573.0, 60574.0]","[0.0, 0.0, 0.0, 0.0]"
"[137.0, -75.0, -66.0, 57.0]","[3010.0, 32228.0, 19388.0, 22570.0]","[60630.0, 60631.0, 60633.0, 60634.0]","[0.0, 0.0, 0.0, 0.0]"
"[78.0, -64.0, -66.0, 74.0]","[8774.0, 28120.0, 14985.0, 26928.0]","[60690.0, 60691.0, 60693.0, 60694.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -5.0, -33.0, 48.0]","[11046.0, 26004.0, 12074.0, 29573.0]","[60750.0, 60751.0, 60753.0, 60754.0]","[0.0, 0.0, 0.0, 0.0]"
"[39.0, -52.0, -56.0, 43.0]","[12539.0, 23983.0, 9861.0, 31580.0]","[60810.0, 60811.0, 60813.0, 60814.0]","[0.0, 0.0, 0.0, 0.0]"
"[55.0, -36.0, -45.0, 42.0]","[15415.0, 20873.0, 6681.0, 1952.0]","[60870.0, 60871.0, 60873.0, 60874.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -18.0, -19.0, 9.0]","[16967.0, 19403.0, 4960.0, 3233.0]","[60930.0, 60931.0, 60933.0, 60934.0]","[0.0, 0.0, 0.0, 0.0]"
"[49.0, -46.0, -36.0, 56.0]","[18814.0, 17768.0, 3101.0, 4908.0]","[60990.0, 60991.0, 60993.0, 60994.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, 4.0, -10.0, 17.0]","[20987.0, 15998.0, 1042.0, 7007.0]","[61050.0, 61051.0, 61053.0, 61054.0]","[0.0, 0.0, 0.0, 0.0]"
"[21.0, -17.0, -16.0, 21.0]","[21978.0, 15421.0, 315.0, 7684.0]","[61110.0, 61111.0, 61113.0, 61114.0]","[0.0, 0.0, 0.0, 0.0]"
"[25.0, -9.0, -23.0, 19.0]","[23440.0, 14717.0, 32071.0, 8888.0]","[61170.0, 61171.0, 61173.0, 61174.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -11.0, -10.0, 8.0]","[24163.0, 14053.0, 31333.0, 9479.0]","[61230.0, 61231.0, 61233.0, 61234.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -9.0, -13.0, 8.0]","[24565.0, 13524.0, 30807.0, 9943.0]","[61290.0, 61291.0, 61293.0, 61294.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -14.0, -19.0, 15.0]","[25114.0, 12891.0, 30227.0, 10402.0]","[61350.0, 61351.0, 61353.0, 61354.0]","[0.0, 0.0, 0.0, 0.0]"
"[76.0, -76.0, -103.0, 61.0]","[29162.0, 10058.0, 27370.0, 12880.0]","[61410.0, 61411.0, 61413.0, 61414.0]","[0.0, 0.0, 0.0, 0.0]"
"[56.0, -54.0, -57.0, 52.0]","[827.0, 6061.0, 23007.0, 17135.0]","[61470.0, 61471.0, 61473.0, 61474.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -33.0, -38.0, 31.0]","[2619.0, 4901.0, 21076.0, 18966.0]","[61530.0, 61531.0, 61533.0, 61534.0]","[0.0, 0.0, 0.0, 0.0]"
"[53.0, -61.0, -54.0, 54.0]","[4836.0, 2557.0, 18393.0, 21216.0]","[61590.0, 61591.0, 61593.0, 61594.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -21.0, -35.0, 30.0]","[7522.0, 179.0, 15720.0, 23863.0]","[61650.0, 61651.0, 61653.0, 61654.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -18.0, -23.0, 17.0]","[8528.0, 32043.0, 14716.0, 24736.0]","[61710.0, 61711.0, 61713.0, 61714.0]","[0.0, 0.0, 0.0, 0.0]"
"[40.0, -32.0, -38.0, 44.0]","[10479.0, 30202.0, 12507.0, 26844.0]","[61770.0, 61771.0, 61773.0, 61774.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -11.0, -17.0, 22.0]","[12226.0, 28785.0, 11094.0, 28269.0]","[61830.0, 61831.0, 61833.0, 61834.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -17.0, -23.0, 10.0]","[12918.0, 27857.0, 10104.0, 29003.0]","[61890.0, 61891.0, 61893.0, 61894.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, -13.0, -7.0, 3.0]","[13661.0, 27159.0, 9389.0, 29553.0]","[61950.0, 61951.0, 61953.0, 61954.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -11.0, -7.0, 3.0]","[13990.0, 26780.0, 9062.0, 29934.0]","[62010.0, 62011.0, 62013.0, 62014.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -15.0, -8.0, 5.0]","[14338.0, 26460.0, 8745.0, 30268.0]","[62070.0, 62071.0, 62073.0, 62074.0]","[0.0, 0.0, 0.0, 0.0]"
"[-93.0, -118.0, -86.0, -61.0]","[10587.0, 22349.0, 4337.0, 26672.0]","[62130.0, 62131.0, 62133.0, 62134.0]","[0.0, 0.0, 0.0, 0.0]"
"[-96.0, -84.0, -97.0, -86.0]","[5966.0, 17289.0, 32202.0, 22013.0]","[62190.0, 62191.0, 62193.0, 62194.0]","[0.0, 0.0, 0.0, 0.0]"
"[-79.0, -74.0, -95.0, -115.0]","[795.0, 12498.0, 27292.0, 16616.0]","[62250.0, 62251.0, 62253.0, 62254.0]","[0.0, 0.0, 0.0, 0.0]"
"[-82.0, -92.0, -122.0, -86.0]","[23011.0, 2063.0, 16784.0, 5827.0]","[62370.0, 62371.0, 62373.0, 62374.0]","[0.0, 0.0, 0.0, 0.0]"
"[-103.0, -92.0, -88.0, -90.0]","[17900.0, 29434.0, 11293.0, 640.0]","[62430.0, 62431.0, 62433.0, 62434.0]","[0.0, 0.0, 0.0, 0.0]"
"[-30.0, -32.0, -45.0, -36.0]","[14957.0, 26514.0, 8307.0, 30540.0]","[62490.0, 62491.0, 62493.0, 62494.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 27.0, -1.0, -3.0]","[13788.0, 25588.0, 7402.0, 29525.0]","[62550.0, 62551.0, 62553.0, 62554.0]","[0.0, 0.0, 0.0, 0.0]"
"[129.0, -61.0, -38.0, 62.0]","[16564.0, 25408.0, 5611.0, 29934.0]","[62610.0, 62611.0, 62613.0, 62614.0]","[0.0, 0.0, 0.0, 0.0]"
"[54.0, -52.0, -49.0, 59.0]","[20926.0, 22002.0, 2689.0, 3242.0]","[62670.0, 62671.0, 62673.0, 62674.0]","[0.0, 0.0, 0.0, 0.0]"
"[31.0, -20.0, -32.0, 20.0]","[23416.0, 20007.0, 1221.0, 5074.0]","[62730.0, 62731.0, 62733.0, 62734.0]","[0.0, 0.0, 0.0, 0.0]"
"[68.0, -47.0, -60.0, 50.0]","[25147.0, 18515.0, 32422.0, 6655.0]","[62790.0, 62791.0, 62793.0, 62794.0]","[0.0, 0.0, 0.0, 0.0]"
"[41.0, -45.0, -24.0, 41.0]","[27972.0, 15548.0, 29685.0, 9787.0]","[62850.0, 62851.0, 62853.0, 62854.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -15.0, -17.0, 30.0]","[28757.0, 14653.0, 29065.0, 10901.0]","[62910.0, 62911.0, 62913.0, 62914.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -41.0, -50.0, 50.0]","[30369.0, 12834.0, 27344.0, 13417.0]","[62970.0, 62971.0, 62973.0, 62974.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -4.0, -13.0, 12.0]","[32029.0, 11266.0, 25990.0, 15236.0]","[63030.0, 63031.0, 63033.0, 63034.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -43.0, -24.0, 26.0]","[52.0, 10430.0, 25279.0, 15924.0]","[63090.0, 63091.0, 63093.0, 63094.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -23.0, -19.0, 37.0]","[1081.0, 8212.0, 23912.0, 17808.0]","[63150.0, 63151.0, 63153.0, 63154.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -9.0, -1.0, 10.0]","[1882.0, 7589.0, 23218.0, 18595.0]","[63210.0, 63211.0, 63213.0, 63214.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -14.0, -7.0, 17.0]","[2095.0, 6728.0, 22712.0, 19088.0]","[63270.0, 63271.0, 63273.0, 63274.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -2.0, -4.0, 6.0]","[2850.0, 6065.0, 22294.0, 19953.0]","[63330.0, 63331.0, 63333.0, 63334.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -6.0, -3.0, 3.0]","[3254.0, 5702.0, 21957.0, 20375.0]","[63390.0, 63391.0, 63393.0, 63394.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 3.0, -3.0, 2.0]","[3456.0, 5515.0, 21744.0, 20617.0]","[63450.0, 63451.0, 63453.0, 63454.0]","[0.0, 0.0, 0.0, 0.0]"
"[94.0, -44.0, -41.0, 23.0]","[4820.0, 5027.0, 20971.0, 20990.0]","[63510.0, 63511.0, 63513.0, 63514.0]","[0.0, 0.0, 0.0, 0.0]"
"[73.0, -76.0, -78.0, 77.0]","[9750.0, 1857.0, 17615.0, 24258.0]","[63570.0, 63571.0, 63573.0, 63574.0]","[0.0, 0.0, 0.0, 0.0]"
"[43.0, -44.0, -42.0, 49.0]","[13644.0, 31264.0, 13835.0, 28036.0]","[63630.0, 63631.0, 63633.0, 63634.0]","[0.0, 0.0, 0.0, 0.0]"
"[40.0, -34.0, -40.0, 40.0]","[15362.0, 29389.0, 12010.0, 29716.0]","[63690.0, 63691.0, 63693.0, 63694.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -58.0, -38.0, 74.0]","[18513.0, 26480.0, 9000.0, 231.0]","[63750.0, 63751.0, 63753.0, 63754.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -17.0, -29.0, 11.0]","[20274.0, 24291.0, 6943.0, 2059.0]","[63810.0, 63811.0, 63813.0, 63814.0]","[0.0, 0.0, 0.0, 0.0]"
"[41.0, -32.0, -33.0, 30.0]","[21632.0, 23255.0, 5419.0, 3360.0]","[63870.0, 63871.0, 63873.0, 63874.0]","[0.0, 0.0, 0.0, 0.0]"
"[32.0, -32.0, -20.0, 29.0]","[23915.0, 20956.0, 3077.0, 5845.0]","[63930.0, 63931.0, 63933.0, 63934.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -13.0, -8.0, 9.0]","[24866.0, 20267.0, 2496.0, 6562.0]","[63990.0, 63991.0, 63993.0, 63994.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, -39.0, -25.0, 19.0]","[25422.0, 19085.0, 1634.0, 7336.0]","[64050.0, 64051.0, 64053.0, 64054.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, -17.0, -14.0, 20.0]","[26233.0, 17624.0, 854.0, 8769.0]","[64110.0, 64111.0, 64113.0, 64114.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -6.0, -4.0, 6.0]","[26730.0, 17080.0, 278.0, 9264.0]","[64170.0, 64171.0, 64173.0, 64174.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -14.0, -17.0, 8.0]","[27381.0, 16456.0, 32463.0, 9887.0]","[64230.0, 64231.0, 64233.0, 64234.0]","[0.0, 0.0, 0.0, 0.0]"
"[47.0, -35.0, -34.0, 23.0]","[28271.0, 15731.0, 31449.0, 10610.0]","[64290.0, 64291.0, 64293.0, 64294.0]","[0.0, 0.0, 0.0, 0.0]"
"[87.0, -69.0, -89.0, 72.0]","[32737.0, 12454.0, 28360.0, 13732.0]","[64350.0, 64351.0, 64353.0, 64354.0]","[0.0, 0.0, 0.0, 0.0]"
"[54.0, -31.0, -45.0, 17.0]","[3847.0, 9030.0, 24526.0, 17301.0]","[64410.0, 64411.0, 64413.0, 64414.0]","[0.0, 0.0, 0.0, 0.0]"
"[33.0, -44.0, -34.0, 28.0]","[5376.0, 7356.0, 22908.0, 18276.0]","[64470.0, 64471.0, 64473.0, 64474.0]","[0.0, 0.0, 0.0, 0.0]"
"[59.0, -59.0, -63.0, 69.0]","[8274.0, 4166.0, 19849.0, 21384.0]","[64530.0, 64531.0, 64533.0, 64534.0]","[0.0, 0.0, 0.0, 0.0]"
"[17.0, -20.0, -20.0, 23.0]","[10115.0, 2134.0, 18035.0, 23271.0]","[64590.0, 64591.0, 64593.0, 64594.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -33.0, -49.0, 40.0]","[11116.0, 924.0, 16751.0, 24396.0]","[64650.0, 64651.0, 64653.0, 64654.0]","[0.0, 0.0, 0.0, 0.0]"
"[45.0, -23.0, -35.0, 36.0]","[13372.0, 31290.0, 14275.0, 27438.0]","[64710.0, 64711.0, 64713.0, 64714.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -24.0, -21.0, 7.0]","[14454.0, 30456.0, 13360.0, 28379.0]","[64770.0, 64771.0, 64773.0, 64774.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -16.0, -21.0, 17.0]","[15285.0, 29470.0, 12413.0, 29360.0]","[64830.0, 64831.0, 64833.0, 64834.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, -20.0, -10.0, 7.0]","[15968.0, 28812.0, 11661.0, 29966.0]","[64890.0, 64891.0, 64893.0, 64894.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -12.0, -9.0, 13.0]","[16413.0, 28274.0, 11193.0, 30428.0]","[64950.0, 64951.0, 64953.0, 64954.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -71.0, -64.0, -60.0]","[16948.0, 27675.0, 10446.0, 30730.0]","[65010.0, 65011.0, 65013.0, 65014.0]","[0.0, 0.0, 0.0, 0.0]"
"[-72.0, -106.0, -77.0, -74.0]","[12440.0, 22886.0, 5302.0, 26617.0]","[65070.0, 65071.0, 65073.0, 65074.0]","[0.0, 0.0, 0.0, 0.0]"
"[-74.0, -85.0, -90.0, -86.0]","[7943.0, 18188.0, 453.0, 21748.0]","[65130.0, 65131.0, 65133.0, 65134.0]","[0.0, 0.0, 0.0, 0.0]"
"[-118.0, -102.0, -90.0, -91.0]","[2461.0, 13367.0, 28558.0, 16269.0]","[65190.0, 65191.0, 65193.0, 65194.0]","[0.0, 0.0, 0.0, 0.0]"
"[-108.0, -84.0, -100.0, -106.0]","[29785.0, 8130.0, 23662.0, 11040.0]","[65250.0, 65251.0, 65253.0, 65254.0]","[0.0, 0.0, 0.0, 0.0]"
"[-97.0, -122.0, -103.0, -89.0]","[24666.0, 2750.0, 18158.0, 5759.0]","[65310.0, 65311.0, 65313.0, 65314.0]","[0.0, 0.0, 0.0, 0.0]"
"[-57.0, -62.0, -75.0, -77.0]","[19745.0, 30242.0, 12744.0, 667.0]","[65370.0, 65371.0, 65373.0, 65374.0]","[0.0, 0.0, 0.0, 0.0]"
"[-30.0, -31.0, -29.0, -30.0]","[17390.0, 27941.0, 10220.0, 30939.0]","[65430.0, 65431.0, 65433.0, 65434.0]","[0.0, 0.0, 0.0, 0.0]"
"[39.0, 28.0, -38.0, -1.0]","[16894.0, 27800.0, 9330.0, 30169.0]","[65490.0, 65491.0, 65493.0, 65494.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -118.0, -70.0, 85.0]","[19782.0, 26908.0, 5726.0, 30929.0]","[65550.0, 65551.0, 65553.0, 65554.0]","[0.0, 0.0, 0.0, 0.0]"
"[52.0, -60.0, -48.0, 59.0]","[22987.0, 21411.0, 2210.0, 4391.0]","[65610.0, 65611.0, 65613.0, 65614.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -14.0, -27.0, 18.0]","[25253.0, 19620.0, 519.0, 6509.0]","[65670.0, 65671.0, 65673.0, 65674.0]","[0.0, 0.0, 0.0, 0.0]"
"[54.0, -39.0, -43.0, 41.0]","[27033.0, 18255.0, 31182.0, 7872.0]","[65730.0, 65731.0, 65733.0, 65734.0]","[0.0, 0.0, 0.0, 0.0]"
"[31.0, -39.0, -35.0, 26.0]","[29577.0, 15746.0, 28527.0, 10437.0]","[65790.0, 65791.0, 65793.0, 65794.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -17.0, -15.0, 11.0]","[30471.0, 14857.0, 27696.0, 11326.0]","[65850.0, 65851.0, 65853.0, 65854.0]","[0.0, 0.0, 0.0, 0.0]"
"[43.0, -40.0, -47.0, 50.0]","[32265.0, 12575.0, 25788.0, 13377.0]","[65910.0, 65911.0, 65913.0, 65914.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -6.0, -4.0, 26.0]","[1003.0, 11015.0, 24245.0, 14938.0]","[65970.0, 65971.0, 65973.0, 65974.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -27.0, -27.0, 19.0]","[1669.0, 10238.0, 23543.0, 15685.0]","[66030.0, 66031.0, 66033.0, 66034.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -25.0, -17.0, 36.0]","[2726.0, 8103.0, 22114.0, 17546.0]","[66090.0, 66091.0, 66093.0, 66094.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -17.0, -10.0, -2.0]","[3367.0, 7423.0, 21501.0, 18269.0]","[66150.0, 66151.0, 66153.0, 66154.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -16.0, -7.0, 18.0]","[3768.0, 6484.0, 20888.0, 18970.0]","[66210.0, 66211.0, 66213.0, 66214.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, 0.0, -5.0, 1.0]","[4955.0, 5417.0, 19943.0, 20317.0]","[66330.0, 66331.0, 66333.0, 66334.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -10.0, -7.0, 1.0]","[5434.0, 4973.0, 19641.0, 20916.0]","[66390.0, 66391.0, 66393.0, 66394.0]","[0.0, 0.0, 0.0, 0.0]"
